,Lead Number,Lead Score
1372,645517,45
7838,589663,45
735,652822,45
4770,614115,45
7626,591315,45
1900,641170,45
1990,640387,45
747,652707,45
2995,631121,45
8067,588065,44
8014,588391,44
4114,620505,44
1549,643998,44
377,656469,44
2144,639195,44
2096,639449,44
640,653908,44
9183,580017,44
6612,599056,44
2241,637962,44
235,657995,44
891,650921,44
2501,635736,44
9121,580444,44
7934,588963,44
4266,619035,44
6660,598759,44
1916,641091,44
4023,621381,44
7898,589246,44
8480,585062,44
1338,645791,44
6537,599615,44
2306,637410,44
3613,625867,44
8985,581457,44
4271,618999,44
1825,641763,44
8189,587356,44
6989,595988,44
9144,580325,44
8769,582921,44
2850,632341,44
3437,627365,44
7773,590222,44
1546,644013,44
118,659293,44
6402,600829,44
6650,598804,44
8716,583357,44
995,649488,44
1435,645110,43
9027,581162,43
2396,636731,43
5237,609589,43
3851,623167,43
9030,581157,43
4820,613732,43
5142,610510,43
2142,639204,43
5631,606788,43
1622,643356,43
1660,643163,43
8258,586827,43
3953,622189,43
1124,647975,43
6151,602617,43
8976,581521,43
7087,595189,43
6664,598752,43
4316,618416,43
2588,634699,43
7761,590308,43
7680,590918,43
8993,581407,43
1576,643845,43
5426,608284,43
1459,644881,43
2302,637420,43
8791,582755,43
5489,607814,43
9039,581115,43
5048,611359,43
1799,641976,43
20,660479,43
3371,627808,43
6144,602666,43
5315,609051,43
7842,589632,43
3181,629531,43
1088,648419,43
7109,594949,43
3980,621899,43
1646,643263,43
8116,587886,42
3243,628958,42
699,653279,42
90,659614,42
568,654395,42
2645,634092,42
4570,615929,42
7497,592122,42
3788,623781,42
5626,606821,42
559,654479,42
32,660361,42
9207,579853,42
1790,642052,42
60,659931,42
6419,600735,42
2116,639330,42
3918,622495,42
6579,599326,42
8615,584008,42
2059,639754,42
633,653934,42
2332,637188,42
3501,626943,42
7760,590313,42
7675,590935,42
7400,592726,42
2244,637953,42
7532,591818,42
388,656381,42
1131,647982,42
2708,633746,42
6280,601670,42
3049,630706,42
8124,587803,42
6946,596395,42
2320,637281,42
3195,629435,42
6952,596318,42
708,653151,42
2503,635724,42
2203,638451,42
3712,624534,42
5585,607115,42
9124,580428,42
8975,581529,42
1376,645491,41
5768,605471,41
7404,592698,41
1020,649316,41
925,650504,41
6165,602470,41
4813,613814,41
4952,612532,41
6900,596654,41
7335,593122,41
7296,593438,41
6478,600213,41
4452,616955,41
2977,631324,41
4861,613423,41
7305,593376,41
488,655224,41
2858,632263,41
165,658779,41
7462,592374,41
4196,619558,41
6077,603210,41
689,653449,41
4222,619402,41
7512,591977,41
6037,603503,41
1654,643201,41
6453,600441,41
722,652986,41
6830,597310,41
245,657887,41
5338,608896,41
6220,602037,41
8217,587160,41
8887,582159,41
9152,580276,41
7007,595865,41
4324,618358,41
6644,598825,41
7869,589439,41
8851,582361,41
7025,595756,41
4211,619490,40
6626,598955,40
7647,591122,40
673,653593,40
9074,580778,40
156,658932,40
4989,612027,40
583,654224,40
5860,604984,40
4408,617497,40
77,659722,40
3530,626694,40
4484,616642,40
1797,641985,40
8579,584292,40
3933,622371,40
2023,640107,40
969,649919,40
4605,615643,40
1126,647977,40
952,650170,40
6275,601710,40
6091,603107,40
7354,593025,40
6596,599141,40
4516,616401,40
6249,601846,40
6381,600967,40
2904,631781,40
5008,611849,40
1836,641652,40
8376,585871,40
1867,641441,40
8724,583269,40
477,655323,40
5707,606186,40
3099,630158,40
3199,629410,40
3294,628469,40
6805,597579,40
9164,580188,40
8029,588212,40
7595,591462,40
3528,626724,40
5243,609561,40
6041,603472,40
2817,632728,40
3878,622839,40
1048,649023,39
6338,601257,39
8208,587252,39
569,654393,39
3909,622564,39
8201,587286,39
2382,636840,39
7483,592231,39
8957,581655,39
5350,608809,39
6183,602388,39
2968,631375,39
8525,584613,39
9172,580126,39
6972,596150,39
1962,640629,39
7988,588619,39
8478,585120,39
5670,606510,39
6619,598995,39
537,654831,39
6807,597573,39
3745,624314,39
3996,621675,39
7287,593523,39
6621,598987,39
7359,592990,39
861,651363,39
6006,603702,39
7153,594630,39
6431,600647,39
6855,597167,39
4312,618435,39
7995,588569,39
3617,625835,39
2836,632435,39
697,653297,39
8530,584595,39
9208,579851,39
7975,588696,39
902,650814,39
7540,591765,39
1881,641322,39
6809,597540,39
7749,590389,39
1188,647423,39
6926,596507,39
180,658623,39
4358,617934,39
1526,644143,39
4026,621353,39
2117,639324,38
7638,591202,38
6983,596023,38
6836,597273,38
4339,618175,38
733,652828,38
8456,585344,38
7910,589142,38
9055,580937,38
3063,630603,38
6770,597917,38
1189,647411,38
4840,613614,38
4130,620385,38
4740,614434,38
2413,636524,38
6920,596536,38
4195,619567,38
4134,620326,38
6382,600956,38
4274,618971,38
3798,623687,38
7806,589955,38
5405,608408,38
5625,606823,38
7064,595464,38
4146,620220,38
106,659438,38
3508,626900,38
7048,595607,38
6403,600817,38
7981,588662,38
7785,590134,38
8179,587396,38
3841,623265,38
9127,580419,38
9145,580323,38
6328,601365,38
3715,624500,38
7844,589598,38
7035,595710,38
3935,622363,38
371,656504,38
7900,589233,38
6409,600789,37
3365,627900,37
3829,623382,37
6862,597088,37
8058,588096,37
4012,621487,37
3936,622357,37
7461,592384,37
669,653635,37
9099,580604,37
7369,592892,37
4042,621252,37
1351,645699,37
1968,640576,37
5909,604536,37
630,653964,37
6945,596404,37
261,657676,37
3274,628615,37
2406,636619,37
7114,594933,37
2231,638046,37
4032,621318,37
778,652401,37
19,660509,37
7884,589352,37
3616,625850,37
5073,611183,37
5515,607614,37
8832,582525,37
1884,641305,37
1272,646449,37
29,660410,37
6471,600274,37
4970,612252,37
9085,580722,37
3834,623355,37
7252,593852,37
6812,597513,37
326,656962,37
7038,595701,37
3048,630712,37
6611,599066,37
2154,639121,37
4834,613650,37
4006,621553,37
6263,601783,37
2217,638288,37
6054,603370,37
6456,600415,37
2012,640187,37
8365,585990,37
1807,641925,36
1539,644068,36
5620,606872,36
5070,611192,36
2742,633341,36
1715,642781,36
3648,625410,36
5114,610777,36
5544,607411,36
8692,583508,36
2178,638862,36
5456,608120,36
230,658048,36
701,653259,36
8340,586221,36
7744,590425,36
7637,591204,36
1123,647974,36
4906,612899,36
1810,641908,36
5476,607964,36
6916,596564,36
3928,622403,36
6558,599497,36
928,650480,36
9108,580548,36
8854,582353,36
5748,605681,36
5974,604017,36
1918,641082,36
2053,639858,36
7062,595488,36
2317,637315,36
2195,638526,36
1317,646003,36
5582,607134,36
2301,637436,36
1414,645265,36
5187,610141,36
6136,602689,36
3102,630128,36
2869,632194,36
8132,587752,36
7708,590705,36
2264,637838,36
3415,627529,36
1674,643054,36
8395,585761,36
637,653924,36
259,657691,36
7162,594553,36
1863,641467,36
5378,608581,36
5294,609182,36
2751,633239,36
8468,585273,36
7140,594705,35
1632,643287,35
1197,647279,35
6447,600560,35
6806,597575,35
8155,587530,35
429,655772,35
5968,604074,35
7686,590849,35
5331,608916,35
9149,580303,35
5385,608540,35
2401,636666,35
5491,607795,35
5833,605146,35
5031,611543,35
8192,587329,35
4739,614441,35
7516,591937,35
2506,635706,35
2371,636905,35
546,654594,35
2325,637246,35
787,652193,35
2430,636356,35
6801,597625,35
5274,609351,35
8130,587760,35
7154,594622,35
4682,614845,35
5176,610230,35
3888,622713,35
5316,609043,35
6120,602788,35
8644,583752,35
4615,615502,35
1364,645601,35
5301,609160,35
8032,588197,35
5462,608096,35
347,656723,35
2945,631488,34
1431,645140,34
8225,587105,34
7401,592725,34
9113,580502,34
1649,643228,34
2182,638848,34
4951,612542,34
5905,604604,34
5168,610311,34
2210,638374,34
8168,587472,34
4652,615080,34
4787,614056,34
2606,634560,34
8595,584185,34
5371,608635,34
4456,616910,34
4093,620641,34
3405,627570,34
5704,606265,34
7044,595623,34
5299,609166,34
5870,604905,34
1155,647902,34
1419,645218,34
5290,609195,34
4231,619285,34
8742,583105,34
7291,593498,34
5477,607963,34
8720,583301,34
4918,612791,34
7892,589308,34
7913,589114,34
3974,621998,34
7119,594875,34
4451,616959,34
5063,611224,34
5926,604403,34
6442,600595,34
4723,614557,34
7206,594120,34
8763,582955,34
611,654115,34
3149,629751,34
1286,646355,34
6895,596694,34
6569,599413,34
7421,592608,34
8925,581908,34
2049,639868,34
3800,623651,34
4969,612266,34
6219,602044,34
3004,631014,34
2398,636687,34
609,654123,34
743,652766,34
8562,584385,34
6495,600073,34
109,659407,34
7990,588606,34
6202,602233,34
5733,605839,34
473,655342,34
6198,602262,34
5485,607867,34
1210,647082,34
8152,587543,34
9236,579546,34
9128,580418,34
8995,581400,34
2450,636182,33
5708,606185,33
6789,597759,33
935,650362,33
5715,606136,33
8006,588479,33
6259,601803,33
9159,580231,33
6172,602435,33
3398,627632,33
5252,609486,33
5487,607845,33
6014,603653,33
9066,580863,33
7795,590066,33
8817,582611,33
6511,599945,33
2990,631168,33
7519,591923,33
1146,647971,33
2372,636901,33
938,650328,33
4716,614586,33
3362,627935,33
3426,627472,33
8033,588195,33
7748,590404,33
2087,639507,33
4627,615429,33
6510,599955,33
6512,599943,33
4672,614920,33
1192,647352,33
1358,645657,33
4938,612657,33
2374,636898,33
6053,603378,33
5843,605090,33
2458,636092,32
683,653523,32
4680,614849,32
3919,622493,32
7181,594400,32
4707,614655,32
6158,602540,32
4693,614791,32
1633,643272,32
4013,621477,32
4206,619515,32
5800,605283,32
447,655541,32
2979,631313,32
6307,601495,32
3811,623537,32
1618,643401,32
8831,582543,32
6344,601226,32
6538,599610,32
7977,588689,32
1132,647983,32
3422,627490,32
9237,579545,32
6319,601399,32
2180,638855,32
984,649656,32
7033,595717,32
7467,592353,32
4429,617228,32
134,659153,32
5924,604406,32
2357,637044,32
4482,616664,32
1046,649039,32
9012,581283,32
6422,600705,32
2683,633915,32
6309,601484,32
3103,630127,32
3455,627248,32
3542,626526,32
7465,592358,32
1471,644717,32
8429,585477,32
2706,633770,32
1765,642205,32
8325,586323,32
7878,589395,32
3421,627497,32
3601,625985,32
6031,603552,32
2457,636110,32
7857,589512,32
3629,625680,32
7478,592306,32
2704,633777,32
3837,623332,32
3309,628405,32
2461,636059,32
8241,587010,32
6723,598242,32
9086,580717,32
8403,585722,32
2151,639137,32
5260,609435,32
8556,584422,32
1142,647993,32
6883,596778,32
7058,595520,32
7244,593876,32
1261,646544,32
918,650579,32
6252,601835,32
7069,595399,32
8435,585427,32
7342,593090,32
1663,643151,32
3641,625540,32
6890,596741,32
3406,627560,32
8431,585457,32
6617,599008,32
3267,628675,32
460,655406,32
7725,590596,32
75,659779,32
6423,600701,32
4501,616540,32
5641,606679,32
6171,602438,32
8078,588024,32
6999,595945,32
4058,621116,32
7225,594010,32
6729,598199,32
6011,603672,32
6167,602459,32
4830,613668,32
8824,582571,32
8592,584198,32
5872,604887,32
2143,639201,32
4805,613879,32
6933,596461,32
9185,580010,32
6633,598899,32
3355,628020,32
1387,645392,32
3444,627327,32
2163,639054,32
2354,637070,32
4953,612511,32
1129,647980,32
483,655260,32
4675,614906,32
7045,595620,32
6542,599588,31
5370,608636,31
4397,617613,31
8600,584110,31
8209,587249,31
7698,590775,31
8604,584076,31
3790,623770,31
4416,617392,31
4073,620900,31
2041,639981,31
1168,647697,31
3538,626579,31
8449,585381,31
1432,645131,31
1589,643787,31
5749,605656,31
8143,587629,31
5883,604832,31
1172,647667,31
2799,632839,31
8906,582047,31
4538,616146,31
2108,639377,31
6692,598484,31
1334,645814,31
1877,641366,31
5914,604462,31
8250,586857,31
4564,615964,31
3583,626212,31
2351,637076,31
6918,596541,31
7405,592694,30
1878,641349,30
9025,581167,30
4904,612920,30
624,653998,30
3023,630824,30
5563,607273,30
4322,618387,30
6468,600305,30
7004,595888,30
2082,639541,30
2187,638694,30
9118,580453,30
1593,643746,30
7693,590804,30
5989,603900,30
3155,629720,30
2074,639585,30
1105,648199,30
8277,586673,30
8470,585266,30
5225,609702,30
7982,588657,30
6076,603216,30
3235,629073,30
2393,636765,30
6429,600662,30
4873,613322,30
8471,585243,30
93,659582,30
5949,604205,30
2056,639815,30
6927,596501,30
7383,592802,29
6266,601761,29
702,653246,29
4751,614229,29
6814,597470,29
3692,624716,29
48,660149,29
6797,597663,29
2219,638274,29
3946,622276,29
8782,582845,29
9189,579942,29
4060,621103,29
1986,640415,29
8873,582240,29
4853,613517,29
2206,638412,29
1182,647555,29
4075,620874,29
1275,646433,29
6215,602094,29
5777,605394,29
9042,581077,29
4234,619271,29
7803,589996,29
6023,603594,29
3573,626291,29
5356,608758,29
2887,631984,29
4171,619890,29
1547,644006,29
317,657045,29
4219,619421,29
8489,584935,29
8144,587616,29
3975,621993,29
7060,595511,28
8285,586631,28
8022,588279,28
5890,604722,28
8303,586447,28
6853,597170,28
776,652416,28
6491,600091,28
5039,611447,28
8731,583178,28
2186,638696,28
6404,600814,28
6838,597265,28
4745,614287,28
8659,583681,28
7118,594881,28
7650,591109,28
5309,609098,28
2156,639109,28
3374,627798,28
6585,599272,28
5011,611795,28
4622,615468,28
6147,602642,28
1012,649355,28
1163,647770,28
8342,586194,28
3107,630079,28
7111,594938,28
3557,626407,28
4133,620363,28
1879,641330,28
8881,582195,28
2174,638934,28
3717,624488,28
2769,633104,28
7833,589724,28
3600,625995,28
8726,583243,28
7507,592004,28
104,659463,28
777,652410,28
6354,601146,28
6101,603000,28
8038,588170,28
6408,600793,28
117,659334,28
5267,609387,28
6102,602958,28
2447,636191,28
815,651866,28
8175,587412,28
2436,636280,27
1005,649409,27
8275,586680,27
7603,591428,27
7358,592991,27
8628,583887,27
2745,633316,27
6555,599513,27
7278,593658,27
7918,589049,27
963,649981,27
5481,607907,27
5660,606572,27
4027,621352,27
1749,642356,27
2438,636273,27
7479,592297,27
3017,630852,27
7965,588779,27
479,655287,27
189,658531,27
3114,630003,27
7991,588605,27
8224,587108,27
7484,592219,27
2812,632772,27
671,653615,27
4811,613825,27
8317,586357,27
1677,643040,27
34,660333,27
1062,648798,27
4257,619118,27
2815,632746,27
958,650095,27
4450,616965,27
2425,636417,27
1532,644118,26
7068,595413,26
5558,607308,26
977,649773,26
7664,591029,26
8580,584286,26
7226,594003,26
7802,590001,26
6237,601915,26
8151,587559,26
248,657828,26
1648,643233,26
1912,641108,26
1227,646847,26
4603,615658,26
3775,623943,26
6503,599985,26
8051,588115,26
8799,582721,26
8045,588140,26
5873,604886,26
4630,615353,26
2300,637438,26
5788,605326,26
2477,635906,26
2030,640041,26
2255,637878,26
7611,591398,26
1795,642018,26
3352,628034,26
3610,625888,26
1538,644069,26
4405,617544,26
437,655666,26
4479,616697,26
9220,579769,26
5981,603975,26
3029,630797,26
6960,596254,26
7460,592393,26
5192,610095,26
6416,600743,26
7550,591703,26
3943,622288,26
3361,627952,26
7787,590115,26
7141,594700,26
3392,627687,26
534,654886,26
1520,644182,26
2066,639624,26
4882,613178,26
11,660570,26
5539,607467,26
8903,582084,26
3436,627366,26
8519,584655,26
7231,593980,26
4342,618125,26
820,651803,26
1999,640325,26
2149,639150,26
8944,581766,26
1604,643548,26
6998,595948,26
2136,639242,26
351,656682,26
2112,639358,26
6893,596714,26
1658,643170,26
3261,628726,26
2318,637290,26
2106,639385,26
8643,583755,26
202,658323,26
2931,631613,26
5054,611302,26
5402,608427,26
9148,580313,26
1590,643778,26
8222,587130,26
2383,636831,26
4122,620456,26
332,656900,26
2168,639017,26
1768,642182,26
1679,643032,26
256,657717,26
7703,590733,26
8442,585401,26
6907,596616,26
575,654316,26
7544,591747,26
9038,581123,26
7727,590592,26
360,656586,26
7337,593119,26
489,655211,26
2445,636201,26
8939,581807,26
8512,584702,26
8281,586640,25
4192,619603,25
2420,636443,25
8958,581653,25
2639,634153,25
6075,603219,25
3632,625651,25
8970,581574,25
486,655240,25
7905,589192,25
926,650488,25
5774,605423,25
2326,637236,25
794,652104,25
4546,616073,25
250,657821,25
811,651923,25
1205,647127,25
3470,627139,25
2135,639245,25
2169,639014,25
2212,638355,25
3245,628940,24
3743,624319,24
1170,647689,24
580,654275,24
3812,623507,24
5739,605787,24
2834,632449,24
3966,622089,24
2386,636809,24
138,659138,24
4063,621055,24
8673,583602,24
8965,581627,24
2139,639214,24
855,651443,24
25,660447,24
729,652913,24
2164,639044,24
4016,621452,24
3650,625380,24
6494,600079,24
8338,586237,24
1104,648219,24
7276,593671,24
1169,647691,24
2846,632365,24
1004,649413,24
971,649879,24
2242,637957,24
4449,616985,24
4104,620607,24
8398,585749,24
7901,589227,24
8419,585581,24
1971,640537,24
618,654040,23
8381,585851,23
3803,623622,23
3683,624831,23
8288,586613,23
7640,591197,23
131,659182,23
151,659036,23
7505,592015,23
2731,633445,23
6817,597452,23
1445,644990,23
2621,634343,23
4461,616844,23
5417,608332,23
2550,634997,23
6426,600690,23
888,650994,23
509,655091,23
6519,599852,23
8466,585281,23
363,656571,23
5394,608470,23
5866,604928,23
5412,608360,23
3239,629012,23
1614,643467,23
2037,640021,23
4616,615501,23
1380,645458,23
4912,612838,23
6281,601657,22
2289,637608,22
4401,617566,22
6390,600920,22
280,657426,22
4376,617802,22
287,657381,22
7779,590168,22
991,649514,22
9232,579642,22
8924,581919,22
3312,628379,22
4956,612479,22
1054,648987,22
3013,630903,22
7666,591013,22
6352,601156,22
7687,590847,22
5057,611283,22
1855,641510,22
379,656457,22
240,657941,22
8349,586145,22
8838,582470,22
2039,640007,22
3702,624623,22
4486,616621,22
5281,609268,22
5701,606298,21
6350,601171,21
5058,611277,21
6939,596425,21
6962,596233,21
1763,642217,21
4229,619292,21
6405,600810,21
1427,645155,21
4566,615952,21
1001,649430,21
8424,585534,21
2829,632605,21
1939,640896,21
504,655125,21
8511,584703,21
5982,603956,21
4361,617909,21
6992,595973,21
1148,647941,21
3229,629227,21
183,658612,21
1102,648236,21
5185,610147,21
6925,596508,21
1858,641492,21
1780,642098,21
3995,621676,21
5442,608186,21
7812,589874,21
4475,616721,21
450,655510,21
1184,647517,21
65,659875,21
853,651477,21
5877,604872,21
1705,642832,21
4147,620216,21
6273,601722,21
5332,608912,20
1035,649152,20
3070,630529,20
845,651570,20
2610,634511,20
2807,632798,20
5665,606530,20
8280,586641,20
7200,594179,20
1031,649203,20
1477,644680,20
3789,623780,20
738,652789,20
3998,621650,20
7758,590326,20
9196,579918,20
4725,614541,20
5736,605805,20
2294,637526,20
7042,595645,20
4884,613148,20
4434,617146,20
70,659819,20
6771,597909,20
9091,580688,20
7130,594775,20
4929,612711,20
7292,593482,20
6050,603400,20
8308,586397,20
464,655382,20
7338,593112,20
4987,612047,20
3410,627546,20
4821,613711,20
730,652888,20
8894,582135,19
3667,625027,19
6873,596857,19
1245,646697,19
3922,622472,19
7011,595840,19
2098,639435,19
4010,621499,19
5880,604849,19
5916,604456,19
3979,621922,19
7205,594128,19
3480,627085,19
2693,633863,19
7072,595387,19
6236,601921,19
3886,622727,19
1229,646841,19
6327,601368,19
8771,582904,19
552,654528,19
4400,617567,19
4393,617634,19
4609,615563,19
765,652531,19
7612,591393,19
6303,601524,19
6407,600798,19
2336,637178,19
4402,617559,19
8436,585416,19
3596,626041,19
4039,621264,19
3913,622529,19
8141,587649,19
1347,645714,19
2363,636979,19
813,651910,19
660,653715,19
2414,636516,19
5227,609697,19
3373,627804,19
8353,586109,19
5359,608733,19
4457,616901,19
6283,601653,19
5102,610904,19
1293,646308,19
4055,621130,19
5486,607850,19
1260,646545,19
395,656340,19
8981,581494,19
635,653930,19
6533,599661,19
4313,618430,19
692,653430,19
6793,597718,19
3740,624337,19
2028,640067,19
4842,613597,19
6658,598763,19
4910,612862,19
3558,626382,19
4355,617962,19
3402,627590,19
101,659480,19
3065,630589,19
8846,582396,19
323,657010,19
6747,598068,19
6787,597776,19
7471,592337,19
9135,580388,19
9090,580691,19
5650,606650,19
8153,587535,19
6871,596866,19
1874,641386,19
1718,642724,19
2107,639384,19
7881,589377,19
4262,619060,19
7026,595743,19
1669,643088,19
3096,630193,19
6065,603298,19
7702,590739,19
4710,614625,19
7365,592940,19
3429,627445,19
6078,603189,19
7207,594111,19
4261,619064,19
7414,592657,19
6241,601883,19
2270,637789,19
2666,633999,19
7024,595759,19
3345,628070,19
6904,596635,19
480,655281,19
5552,607344,19
5230,609659,19
8670,583614,19
334,656887,19
6251,601837,19
6064,603303,19
1917,641084,19
3915,622513,19
3140,629811,19
8565,584357,19
7660,591057,19
5878,604856,19
383,656402,19
4105,620605,19
3871,622916,19
7217,594048,19
2941,631513,19
3898,622641,19
7363,592974,19
7180,594404,19
5853,605030,19
6610,599068,19
6257,601807,19
9098,580612,19
6271,601727,19
6752,598042,19
6164,602472,19
4654,615065,19
7528,591832,19
3052,630689,19
4064,621044,19
3889,622705,19
5629,606790,19
5726,605966,19
7084,595222,19
9092,580687,19
645,653874,19
4664,614988,19
5630,606789,19
7531,591823,19
286,657385,19
2353,637071,19
8825,582567,19
8458,585340,19
7160,594569,19
6497,600047,19
6104,602949,19
7402,592711,19
7924,589021,19
2120,639314,19
2327,637220,19
5751,605654,19
2476,635908,19
159,658856,19
9028,581161,19
2891,631914,19
5712,606153,19
1003,649417,19
6239,601887,19
830,651713,19
5355,608760,19
5249,609514,19
7509,591983,19
6363,601098,19
8696,583476,19
2781,632943,19
4417,617386,19
4562,615988,19
1784,642081,19
222,658178,19
7583,591530,19
2265,637835,19
3250,628908,19
2100,639428,19
5428,608267,19
8797,582730,19
4279,618915,19
4037,621270,19
1451,644924,19
5716,606135,19
7101,595041,19
3167,629644,19
7677,590924,19
5728,605902,19
1385,645422,19
797,652080,19
1166,647709,19
3432,627397,19
2808,632790,19
9114,580497,19
7440,592497,19
4143,620226,19
7138,594733,19
6060,603334,19
8930,581876,19
4774,614097,19
6878,596808,19
3855,623134,19
6388,600932,19
7895,589296,19
6258,601804,19
4588,615795,19
7717,590656,19
1259,646546,19
3938,622325,19
6845,597222,19
6815,597466,19
2254,637880,19
8167,587476,19
6296,601564,19
6483,600153,19
6188,602352,19
8186,587366,19
5820,605219,19
7616,591380,19
6213,602110,19
4357,617944,19
5658,606574,19
3442,627353,19
6492,600088,19
7655,591077,19
8273,586701,19
6753,598037,19
7937,588932,19
5696,606314,19
6991,595983,19
6864,596989,19
8425,585505,19
8837,582472,19
8691,583509,19
2642,634106,19
3910,622545,19
6420,600727,19
7618,591360,19
3585,626188,19
7903,589220,19
2331,637189,19
557,654491,19
1956,640674,19
1241,646729,19
5046,611369,19
8039,588165,19
5422,608307,19
3305,628421,19
399,656271,19
2518,635570,19
2252,637903,19
6216,602091,19
3343,628087,19
1940,640890,19
7609,591406,19
8907,582045,19
4582,615839,19
7209,594106,19
6203,602217,19
4690,614798,19
4160,620110,19
8909,582002,19
5072,611185,19
7274,593701,19
2775,633013,19
8290,586593,19
3303,628429,19
4392,617669,19
7410,592678,19
8295,586544,19
224,658107,19
6074,603229,19
4704,614685,19
4550,616058,19
8655,583698,19
5097,610971,19
4034,621284,19
4304,618523,19
864,651298,19
4661,615009,19
5099,610956,19
2261,637844,19
1692,642937,19
6100,603003,19
4395,617625,19
1650,643227,19
6437,600616,19
4691,614796,19
5965,604088,19
3864,623078,19
2433,636334,19
5570,607231,19
519,655025,19
2474,635923,19
3292,628474,19
1328,645883,19
1162,647775,19
3897,622642,19
4470,616744,19
3941,622296,19
5116,610766,19
8877,582217,19
1974,640506,19
1752,642333,19
7390,592777,19
8784,582814,19
1975,640502,19
5457,608116,19
7553,591689,19
1043,649080,19
1866,641447,19
2620,634356,19
5894,604700,19
7980,588664,19
3742,624325,19
8905,582057,19
2104,639391,19
3808,623551,19
5094,610994,19
4810,613850,19
5101,610920,19
6062,603322,19
8305,586427,19
8221,587131,19
1764,642213,19
5239,609585,19
4460,616848,19
2529,635407,19
8778,582868,19
1383,645441,19
9122,580442,19
6235,601931,19
2801,632833,19
8747,583075,19
5064,611223,19
6142,602677,19
2123,639304,19
2278,637677,19
5759,605592,19
6808,597563,19
3483,627062,19
6016,603645,19
3262,628707,19
7621,591340,19
8765,582943,19
4162,620055,19
1174,647654,19
6869,596901,19
5454,608131,19
2597,634636,19
4321,618394,19
5123,610682,19
7001,595906,19
7756,590341,19
8341,586199,19
3750,624266,19
4036,621277,19
6985,596007,19
4667,614964,19
7017,595799,19
3141,629804,19
6750,598058,19
3284,628524,19
8908,582018,19
6861,597096,19
7380,592824,19
5831,605159,19
1343,645760,19
6552,599542,19
6295,601573,19
1894,641228,19
6168,602453,19
1153,647912,19
366,656559,19
7002,595903,19
7056,595555,19
516,655065,19
3961,622118,19
8396,585757,19
7593,591465,19
1942,640866,19
6979,596060,19
4203,619527,19
3110,630041,19
1717,642741,19
3540,626562,19
4641,615239,19
4033,621310,19
8319,586351,19
9080,580745,19
8260,586806,19
4351,617992,19
7135,594757,19
3259,628756,19
8856,582344,19
8297,586524,19
8989,581416,19
9170,580141,19
6109,602907,19
668,653637,19
6032,603543,19
6049,603414,19
5613,606903,19
1628,643299,19
7049,595604,19
1344,645755,19
3972,622036,19
7078,595253,19
5938,604305,19
6618,599007,19
8450,585377,19
2093,639459,19
3895,622653,19
5971,604051,19
4699,614708,19
762,652567,19
7628,591301,19
179,658627,19
7395,592740,19
341,656789,19
3991,621735,19
8467,585274,19
1798,641984,19
7678,590922,19
3934,622366,19
5148,610461,19
1621,643360,19
4715,614587,19
7879,589390,19
1033,649181,19
3950,622218,19
8245,586917,19
5642,606677,19
9002,581353,19
7407,592690,19
7152,594636,19
6553,599539,19
5587,607106,19
7169,594504,19
2148,639151,19
5640,606685,19
3275,628607,19
3960,622142,19
3316,628344,19
8563,584379,19
7012,595834,18
457,655429,18
1777,642126,18
2141,639205,18
2348,637107,18
2362,636991,18
284,657388,18
7303,593398,18
1983,640442,18
2277,637687,18
2068,639615,18
4328,618334,18
1264,646508,18
6646,598819,18
1224,646858,18
734,652824,18
3457,627236,18
4071,620918,18
8385,585822,18
7430,592556,18
5664,606548,18
1393,645377,18
8418,585585,18
3774,623948,18
7417,592648,18
4756,614213,18
3661,625176,18
5327,608963,18
1363,645610,18
4243,619210,18
6775,597890,18
7389,592781,18
4121,620463,18
4705,614668,18
2452,636174,18
4668,614961,18
2810,632785,18
440,655658,18
570,654352,18
4598,615705,18
1418,645226,18
8138,587683,18
8996,581388,18
2832,632515,18
7447,592426,18
9109,580540,18
4595,615719,18
9188,579978,18
1735,642470,18
1039,649102,18
3870,622950,17
1793,642032,17
8199,587303,17
458,655427,17
9206,579869,17
3511,626890,17
1331,645840,17
8198,587308,17
970,649892,17
2737,633380,17
4560,616002,17
8180,587395,17
2200,638481,17
6027,603582,17
4368,617857,17
367,656527,17
2876,632105,17
1465,644816,17
7538,591788,17
6744,598087,17
3047,630715,17
3896,622643,17
1021,649293,17
3797,623713,17
2119,639320,17
102,659474,17
3973,621999,17
8194,587320,17
8193,587323,17
289,657356,17
2998,631079,17
8490,584932,17
2540,635319,17
989,649555,17
2948,631477,17
8172,587422,17
8187,587365,17
4078,620807,17
1085,648437,17
5177,610220,17
5386,608539,17
490,655206,17
5556,607318,17
307,657148,17
6201,602244,17
8662,583653,17
3577,626258,17
8181,587392,17
1870,641412,17
1399,645342,17
3153,629725,17
1906,641136,17
2201,638468,17
397,656327,17
8183,587384,17
3764,624096,17
5397,608443,17
6908,596611,17
6018,603626,17
8205,587260,17
4345,618080,17
684,653510,17
2678,633939,17
6326,601377,17
993,649500,17
5300,609161,17
4282,618850,17
4441,617063,17
4084,620751,17
8174,587414,17
529,654918,17
574,654317,17
8204,587261,17
2453,636146,17
2633,634222,17
8638,583789,17
8190,587348,17
687,653464,17
705,653222,17
5535,607481,17
796,652084,17
8729,583217,17
1178,647600,17
6155,602565,17
8593,584197,17
378,656463,17
9125,580425,16
8037,588179,16
1006,649405,16
272,657510,16
7718,590626,16
9067,580849,16
5340,608882,16
